year,month,week,drug_class,claims_per_1000ppl
2015,10,40,Quinolones,0.9747085135347884
2015,10,40,Tetracyclines,0.6690991933766125
2015,10,41,Macrolides,2.326798233022476
2015,10,41,Nitrofurans,0.4213704262786972
2015,10,41,Penicillins,2.6926033283633233
2015,10,41,Quinolones,1.0464803993295118
2015,10,41,Tetracyclines,0.6413165279076875
2015,10,42,Macrolides,2.653244552282346
2015,10,42,Nitrofurans,0.5070336448078829
2015,10,42,Penicillins,2.926440762726776
2015,10,42,Quinolones,1.097415286022541
2015,10,42,Tetracyclines,0.6459469721525083
2015,10,43,Macrolides,2.398570118817199
2015,10,43,Nitrofurans,0.4723053129717265
2015,10,43,Penicillins,3.134810753743714
2015,10,43,Quinolones,0.9561867365555052
2015,10,43,Tetracyclines,0.6690991933766125
2015,10,44,Macrolides,2.657874996527167
2015,10,44,Nitrofurans,0.5070336448078829
2015,10,44,Penicillins,3.100082421907558
2015,10,44,Quinolones,1.0812087311656682
2015,10,44,Tetracyclines,0.7223493021920523
2015,11,45,Macrolides,2.5164027906676085
2015,11,45,Nitrofurans,0.4640339091047608
2015,11,45,Penicillins,3.0266092280414996
2015,11,45,Quinolones,1.133535569007152
2015,11,45,Tetracyclines,0.752612210786826
2015,11,46,Macrolides,2.5648839453501955
2015,11,46,Nitrofurans,0.4086268751818043
2015,11,46,Penicillins,3.2089907147045653
2015,11,46,Quinolones,0.960388587997913
2015,11,46,Tetracyclines,0.7202914409984348
2015,11,47,Macrolides,2.537180428388717
2015,11,47,Nitrofurans,0.420170007249087
2015,11,47,Penicillins,3.058929997829891
2015,11,47,Quinolones,1.110449304872587
2015,11,47,Tetracyclines,0.7087483089311521
2015,11,48,Macrolides,2.12393630038
2015,11,48,Nitrofurans,0.3324422035377391
2015,11,48,Penicillins,2.539489054802174
2015,11,48,Quinolones,0.8449572673250869
2015,11,48,Tetracyclines,0.5148236902008043
2015,12,49,Macrolides,2.6865049927338
2015,12,49,Nitrofurans,0.4329298115468231
2015,12,49,Penicillins,3.5359834878229717
2015,12,49,Quinolones,1.1747608940351633
2015,12,49,Tetracyclines,0.7231097933403694
2015,12,50,Macrolides,2.7684106327561713
2015,12,50,Nitrofurans,0.493774001277728
2015,12,50,Penicillins,3.4938605872400377
2015,12,50,Quinolones,1.2051829889006156
2015,12,50,Tetracyclines,0.7722531773537925
2015,12,51,Macrolides,3.0913528705586666
2015,12,51,Nitrofurans,0.4376101338338158
2015,12,51,Penicillins,3.674052995289256
2015,12,51,Quinolones,1.165400249461178
2015,12,51,Tetracyclines,0.6903475373314207
2015,12,52,Macrolides,2.25123502004348
2015,12,52,Nitrofurans,0.36038481609843653
2015,12,52,Penicillins,2.9111604625094487
2015,12,52,Quinolones,0.8541588173761645
2015,12,52,Tetracyclines,0.5546181910086329
